episode_number,episode_title,reference_title,reference_url,reference_type_id
352,Por Que Pedimos Desculpas Parte 1 De 2,The effect of apology on emotional and decisional forgiveness: The role of personality,https://www.sciencedirect.com/science/article/pii/S0191886920305018?casa_token=e8dW2WO-ABoAAAAA:f0ff8B7tdCNB-gF_We7z1ZMgSUSPBNrYEmPt0u1z1SATC_niNb5MzBhNuw5Smu-3ESPqNRG-JLY,2
352,Por Que Pedimos Desculpas Parte 1 De 2,Workplace conflict and willingness to cooperate: The importance of apology and forgiveness,https://www.emerald.com/insight/content/doi/10.1108/IJCMA-12-2014-0092/full/html?casa_token=DeMu7jzjunsAAAAA:3nuCTvtGbRE9sebLPdoGpvuaawbk3uSVeQBKCFvFyqMmKcwVNrzsGrRqcXxICxCvzkz2ueHw462_McNDrTTm7dlbPT2gaN69xWhiVzaQIauXXnu71a7B,9
352,Por Que Pedimos Desculpas Parte 1 De 2,"Understanding online regret experience in Facebook use – Effects of brand participation, accessibility & problematic use",https://www.sciencedirect.com/science/article/abs/pii/S0747563216300929,2
352,Por Que Pedimos Desculpas Parte 1 De 2,Apology as Power Intervention: The Case of News of the World,https://www.tandfonline.com/doi/abs/10.1080/10570314.2013.767471,9
352,Por Que Pedimos Desculpas Parte 1 De 2,Effects of Timing and Sincerity of an Apology on Satisfaction and Changes in Negative Feelings During Conflicts,https://www.tandfonline.com/doi/abs/10.1080/10570314.2013.770160,9
352,Por Que Pedimos Desculpas Parte 1 De 2,Waves of regret: A meg study of emotion and decision-making,https://www.sciencedirect.com/science/article/abs/pii/S0028393212004514?via%3Dihub,2
352,Por Que Pedimos Desculpas Parte 1 De 2,The development of regret,https://www.sciencedirect.com/science/article/pii/S0022096511001792?casa_token=xGNEEkmTjbgAAAAA:n6u9NOZpjNwAz1e3loNILi1ZVtsh8sJmU8omA1i5cxHQdarr7WZA9I3Ayxx4IBZpgYjx9J5PE00,2
352,Por Que Pedimos Desculpas Parte 1 De 2,The Psychology of Offering an Apology: Understanding the Barriers to Apologizing and How to Overcome Them,https://journals.sagepub.com/doi/full/10.1177/0963721417741709?casa_token=Qm62Iln2u2IAAAAA%3AaHbRlRy2ZaaYO7A3HKDRpm7oL953TJxTzDlcsmRp0pqPW-p10Ax2mRc6qI_zEk1VS9QKJAdjc1gCDQ,9
352,Por Que Pedimos Desculpas Parte 1 De 2,Perceptions of the impact of the COVID-19 pandemic on the work of science journalists: global perspectives,https://repositorio.iscte-iul.pt/handle/10071/23924,9
352,Por Que Pedimos Desculpas Parte 1 De 2,Humble and apologetic? Predicting apology quality with intellectual and general humility,https://www.sciencedirect.com/science/article/pii/S0191886921008564?casa_token=nx4hRqd-1GkAAAAA:Q-2ffSjDVhC15qkAqc5sZGEVwwCA4aYWhy38YFX-gKw1M3S6SG4tLrzTvPbRddgFPhXo5V7Qst0,2
352,Por Que Pedimos Desculpas Parte 1 De 2,Moral Dilemmas,https://plato.stanford.edu/archives/fall2018/entries/moral-dilemmas,6
352,Por Que Pedimos Desculpas Parte 1 De 2,"The Experience of Regret: What, When, and Why",https://psycnet.apa.org/fulltext/1995-24085-001.html,9
352,Por Que Pedimos Desculpas Parte 1 De 2,Apology as aggression control: Its role in mediating appraisal of and response to harm.,https://psycnet.apa.org/record/1989-17924-001?casa_token=xFdkBd5bj2gAAAAA:GGqHKYb3Kd-u-Dz4E4xOgk2kbwr-jswzQyO7wg2BtCq1xD4G1H-kQOO-DIHOua_Hh_spKGXETgOfIFUTOyCqrQHV,9
352,Por Que Pedimos Desculpas Parte 1 De 2,Please accept my sincere and humble apologies: The HEXACO model of personality and the proclivity to apologize,https://www.sciencedirect.com/science/article/pii/S0191886915000963?casa_token=0kGhpQE30hEAAAAA:R161QNHAJpB_ofgUs8eMUJmmi0qbJeo1hArbiYTnYidEB6IkAsX1aAAnVkPDfqQfNY0UCa9P4ao,2
353,Por Que Pedimos Desculpas Parte 2 De 2,The effect of apology on emotional and decisional forgiveness: The role of personality,https://www.sciencedirect.com/science/article/pii/S0191886920305018?casa_token=e8dW2WO-ABoAAAAA:f0ff8B7tdCNB-gF_We7z1ZMgSUSPBNrYEmPt0u1z1SATC_niNb5MzBhNuw5Smu-3ESPqNRG-JLY,2
353,Por Que Pedimos Desculpas Parte 2 De 2,The development of regret,https://www.sciencedirect.com/science/article/pii/S0022096511001792?casa_token=xGNEEkmTjbgAAAAA:n6u9NOZpjNwAz1e3loNILi1ZVtsh8sJmU8omA1i5cxHQdarr7WZA9I3Ayxx4IBZpgYjx9J5PE00,2
353,Por Que Pedimos Desculpas Parte 2 De 2,Communicating Corrected Risk Assessments and Uncertainty About COVID-19 in the Post-truth Era,https://www.frontiersin.org/articles/10.3389/fcomm.2021.646066/full,9
353,Por Que Pedimos Desculpas Parte 2 De 2,Apology as aggression control: Its role in mediating appraisal of and response to harm.,https://psycnet.apa.org/record/1989-17924-001?casa_token=xFdkBd5bj2gAAAAA:GGqHKYb3Kd-u-Dz4E4xOgk2kbwr-jswzQyO7wg2BtCq1xD4G1H-kQOO-DIHOua_Hh_spKGXETgOfIFUTOyCqrQHV,9
353,Por Que Pedimos Desculpas Parte 2 De 2,Religion and the Forgiving Personality,https://onlinelibrary.wiley.com/doi/abs/10.1111/1467-6494.00085?casa_token=dmxidxe8BgMAAAAA:hsvDLj4cMrf3uY5zcSJMHJfDv5anbeoefmehovZazWnYJKI3BCK9fKlIRbgWxMXjVGVkaGmnnZ7rSGGZ,9
353,Por Que Pedimos Desculpas Parte 2 De 2,Moral Dilemmas,https://plato.stanford.edu/archives/fall2018/entries/moral-dilemmas,6
353,Por Que Pedimos Desculpas Parte 2 De 2,"The Experience of Regret: What, When, and Why",https://psycnet.apa.org/fulltext/1995-24085-001.html,9
353,Por Que Pedimos Desculpas Parte 2 De 2,Apology as Power Intervention: The Case of News of the World,https://www.tandfonline.com/doi/abs/10.1080/10570314.2013.767471,9
353,Por Que Pedimos Desculpas Parte 2 De 2,"Understanding online regret experience in Facebook use – Effects of brand participation, accessibility & problematic use",https://www.sciencedirect.com/science/article/abs/pii/S0747563216300929,2
353,Por Que Pedimos Desculpas Parte 2 De 2,A needs-based perspective on self-forgiveness: Addressing threat to moral identity as a means of encouraging interpersonal and intrapersonal restoration,https://www.sciencedirect.com/science/article/pii/S0022103113001753,2
353,Por Que Pedimos Desculpas Parte 2 De 2,Perceptions of the impact of the COVID-19 pandemic on the work of science journalists: global perspectives,https://repositorio.iscte-iul.pt/handle/10071/23924,9
353,Por Que Pedimos Desculpas Parte 2 De 2,Humble and apologetic? Predicting apology quality with intellectual and general humility,https://www.sciencedirect.com/science/article/pii/S0191886921008564?casa_token=nx4hRqd-1GkAAAAA:Q-2ffSjDVhC15qkAqc5sZGEVwwCA4aYWhy38YFX-gKw1M3S6SG4tLrzTvPbRddgFPhXo5V7Qst0,2
353,Por Que Pedimos Desculpas Parte 2 De 2,Waves of regret: A meg study of emotion and decision-making,https://www.sciencedirect.com/science/article/abs/pii/S0028393212004514?via%3Dihub,2
353,Por Que Pedimos Desculpas Parte 2 De 2,Effects of Timing and Sincerity of an Apology on Satisfaction and Changes in Negative Feelings During Conflicts,https://www.tandfonline.com/doi/abs/10.1080/10570314.2013.770160,9
353,Por Que Pedimos Desculpas Parte 2 De 2,The Psychology of Offering an Apology: Understanding the Barriers to Apologizing and How to Overcome Them,https://journals.sagepub.com/doi/full/10.1177/0963721417741709?casa_token=Qm62Iln2u2IAAAAA%3AaHbRlRy2ZaaYO7A3HKDRpm7oL953TJxTzDlcsmRp0pqPW-p10Ax2mRc6qI_zEk1VS9QKJAdjc1gCDQ,9
353,Por Que Pedimos Desculpas Parte 2 De 2,Workplace conflict and willingness to cooperate: The importance of apology and forgiveness,https://www.emerald.com/insight/content/doi/10.1108/IJCMA-12-2014-0092/full/html?casa_token=DeMu7jzjunsAAAAA:3nuCTvtGbRE9sebLPdoGpvuaawbk3uSVeQBKCFvFyqMmKcwVNrzsGrRqcXxICxCvzkz2ueHw462_McNDrTTm7dlbPT2gaN69xWhiVzaQIauXXnu71a7B,9
353,Por Que Pedimos Desculpas Parte 2 De 2,Please accept my sincere and humble apologies: The HEXACO model of personality and the proclivity to apologize,https://www.sciencedirect.com/science/article/pii/S0191886915000963?casa_token=0kGhpQE30hEAAAAA:R161QNHAJpB_ofgUs8eMUJmmi0qbJeo1hArbiYTnYidEB6IkAsX1aAAnVkPDfqQfNY0UCa9P4ao,2
354,Consumir Videos E Podcasts Em Velocidade 2X Atrapalha O Aprendizado,Video Playback Speed Influence on Learning Effect From the Perspective of Personalized Adaptive Learning: A Study Based on Cognitive Load Theory,https://www.frontiersin.org/articles/10.3389/fpsyg.2022.839982/full,9
354,Consumir Videos E Podcasts Em Velocidade 2X Atrapalha O Aprendizado,Video Speed and Interruptions in an Online Learning Environment,https://www.proquest.com/openview/e8cd29a4fdf523fe239b3b4f090e4f47/1?pq-origsite=gscholar&cbl=18750&diss=y,9
354,Consumir Videos E Podcasts Em Velocidade 2X Atrapalha O Aprendizado,Playback-centric visualisations of video usage using weighted interactions to guide where to watch in an educational context,https://arxiv.org/abs/2207.12903,9
354,Consumir Videos E Podcasts Em Velocidade 2X Atrapalha O Aprendizado,Speeda: adaptive speed-up for lecture videos,https://dl.acm.org/doi/abs/10.1145/2658779.2658794?casa_token=PKM32C2aWAcAAAAA:_VsQczOv4QWSCUEozmblTucBS06Mu5TMA36deCH2-agrAxhvYuocfxUg8rFxeO_cj_w3ccSmOOWTyA,9
354,Consumir Videos E Podcasts Em Velocidade 2X Atrapalha O Aprendizado,Learning in double time: The effect of lecture video speed on immediate and delayed comprehension,https://onlinelibrary.wiley.com/doi/abs/10.1002/acp.3899?casa_token=s0xa0adMeVwAAAAA:65s3KRUnlx52_kaQ15wN7epRsMWjpDUkP2n5kFtaMvXul5HOhwq2x8o4kobpUli1l0JY0ks8kUaNsfSG,9
354,Consumir Videos E Podcasts Em Velocidade 2X Atrapalha O Aprendizado,Effect Analysis of High-Speed Presentations of Educational Video Utilizing Synthetic Speech,https://jaems.jp/contents/icomej/vol13/07_Nagahama.pdf,9
354,Consumir Videos E Podcasts Em Velocidade 2X Atrapalha O Aprendizado,Quasi Real-Time Summarization for Consumer Videos,https://openaccess.thecvf.com/content_cvpr_2014/html/Zhao_Quasi_Real-Time_Summarization_2014_CVPR_paper.html,9
354,Consumir Videos E Podcasts Em Velocidade 2X Atrapalha O Aprendizado,Going beyond the spacing effect: Does it matter how time on a task is distributed?,https://journals.sagepub.com/doi/full/10.1177/17470218221113933,9
354,Consumir Videos E Podcasts Em Velocidade 2X Atrapalha O Aprendizado,"Speed Watching, Efficiency, and the New Temporalities of Digital Spectatorship",https://bit.ly/3DrXD3h,9
354,Consumir Videos E Podcasts Em Velocidade 2X Atrapalha O Aprendizado,"Showing face in video instruction: effects on information retention, visual attention, and affect",https://dl.acm.org/doi/10.1145/2556288.2557207,9
355,Premio Ignobel 2022 Parte 1 De 2,"“Talent vs. Luck: The Role of Randomness in Success and Failure,” Alessandro Pluchino, Alessio Emanuele Biondo, and Andrea Rapisarda, Advances in Complex Systems, vol. 21, nos. 3 and 4, 2018.<",https://doi.org/10.1142/S0219525918500145>,2
355,Premio Ignobel 2022 Parte 1 De 2,"“Short- and Long-Term Effects of an Extreme Case of Autotomy: Does ‘Tail’ Loss and Subsequent Constipation Decrease the Locomotor Performance of Male and Female Scorpions?” Solimary García-Hernández and Glauco Machado, Integrative Zoology, epub 2021.<",https://doi.org/10.1111/1749-4877.12604>,2
355,Premio Ignobel 2022 Parte 1 De 2,"“Honesty and Dishonesty in Gossip Strategies: A Fitness Interdependence Analysis,” Junhui Wu, Szabolcs Számadó, Pat Barclay, Bianca Beersma, Terence D. Dores Cruz, Sergio Lo Iacono, Annika S. Nieper, Kim Peters, Wojtek Przepiorka, Leo Tiokhin and Paul A.M. Van Lange, Philosophical Transactions of the Royal Society B, vol. 376, no. 1838, 2021, 20200300.<",https://doi.org/10.1098/rstb.2020.0300>,2
355,Premio Ignobel 2022 Parte 1 De 2,"“Poor Writing, Not Specialized Concepts, Drives Processing Difficulty in Legal Language,” Eric Martínez, Francis Mollica, and Edward Gibson, Cognition, vol. 224, July 2022, 105070.<",https://doi.org/10.1016/j.cognition.2022.105070>,2
355,Premio Ignobel 2022 Parte 1 De 2,"“How to Use Fingers during Rotary Control of Columnar Knobs,” Gen Matsuzaki, Kazuo Ohuchi, Masaru Uehara, Yoshiyuki Ueno, and Goro Imura, Bulletin of Japanese Society for the Science of Design, vol. 45, no. 5, 1999, pp. 69-76.<",https://doi.org/10.11247/jssdj.45.69>,2
355,Premio Ignobel 2022 Parte 1 De 2,"“Physiological Synchrony is Associated with Attraction in a Blind Date Setting,” Eliska Prochazkova, Elio Sjak-Shie, Friederike Behrens, Daniel Lindh, and Mariska E. Kret, Nature Human Behaviour, vol. 6, no. 2, 2022, pp. 269-278.<",https://doi.org/10.1038/s41562-021-01197-3>,2
355,Premio Ignobel 2022 Parte 1 De 2,"“A Multidisciplinary Approach to Ritual Enema Scenes on Ancient Maya Pottery,” Peter A.G.M. de Smet and Nicholas M. Hellmuth, Journal of Ethnopharmacology, vol. 16, no. 2-3, 1986, pp. 213-262.<",https://doi.org/10.1016/0378-8741(86)90091-7>,2
355,Premio Ignobel 2022 Parte 1 De 2,"“Fitness Implications of Nonlethal Injuries in Scorpions: Females, but Not Males, Pay Reproductive Costs,” Solimary García-Hernández and Glauco Machado, American Naturalist, vol. 197, no. 3, March 2021, pp. 379-389.<",https://doi.org/10.1086/712759>,2
355,Premio Ignobel 2022 Parte 1 De 2,"“Energy Conservation by Formation Swimming: Metabolic Evidence from Ducklings,” Frank E. Fish, in the book Mechanics and Physiology of Animal Swimming, 1994, pp. 193-204.<",https://www.google.com/books/edition/The_Mechanics_and_Physiology_of_Animal_S/orLvpB-EMgEC?hl=en&gbpv=1&dq=Energy+Conservation+by+Formation+Swimming:+Metabolic+Evidence+from+Ducklings&pg=PA193&printsec=frontcover>,9
355,Premio Ignobel 2022 Parte 1 De 2,"‘Tail’ Autotomy and Consequent Stinger Loss Decrease Predation Success in Scorpions,” Solimary García-Hernández and Glauco Machado, Animal Behaviour, vol. 169, 2020, pp. 157-167.<",https://doi.org/10.1016/j.anbehav.2020.08.019>,2
355,Premio Ignobel 2022 Parte 1 De 2,"“Moose Crash Test Dummy,” Magnus Gens, Master’s thesis at KTH Royal Institute of Technology, published by the Swedish National Road and Transport Research Institute, 2001.<",https://www.diva-portal.org/smash/record.jsf?pid=diva2%3A673368&dswid=-2909>,9
355,Premio Ignobel 2022 Parte 1 De 2,"“Ice-Cream Used as Cryotherapy During High-Dose Melphalan Conditioning Reduces Oral Mucositis After Autologous Hematopoietic Stem Cell Transplantation,” Marcin Jasiński, Martyna Maciejewska, Anna Brodziak, Michał Górka, Kamila Skwierawska, Wiesław W. Jędrzejczak, Agnieszka Tomaszewska, Grzegorz W. Basak, and Emilian Snarski, Scientific Reports, vol. 11, no. 22507, 2021.<",https://doi.org/10.1038/s41598-021-02002-x>,2
355,Premio Ignobel 2022 Parte 1 De 2,"“Experimental Studies on the Rotary Control of Columnar Knobs — The Number of Fingers used at the Time of starting Rotary Control,” Gen Matsuzaki, Goro Imura, and Maseru Uehara, Proceedings of the Third Asia Design Conference, 1998, pp. 37-40.",,9
355,Premio Ignobel 2022 Parte 1 De 2,"“Wave-Riding and Wave-Passing by Ducklings in Formation Swimming,” Zhi-Ming Yuan, Minglu Chen, Laibing Jia, Chunyan Ji, and Atilla Incecik, Journal of Fluid Mechanics, vol. 928, no. R2, 2021.<",https://doi.org/10.1017/jfm.2021.820>,2
356,Premio Ignobel 2022 Parte 2 De 2,"“Energy Conservation by Formation Swimming: Metabolic Evidence from Ducklings,” Frank E. Fish, in the book Mechanics and Physiology of Animal Swimming, 1994, pp. 193-204.<",https://www.google.com/books/edition/The_Mechanics_and_Physiology_of_Animal_S/orLvpB-EMgEC?hl=en&gbpv=1&dq=Energy+Conservation+by+Formation+Swimming:+Metabolic+Evidence+from+Ducklings&pg=PA193&printsec=frontcover>,9
356,Premio Ignobel 2022 Parte 2 De 2,"“How to Use Fingers during Rotary Control of Columnar Knobs,” Gen Matsuzaki, Kazuo Ohuchi, Masaru Uehara, Yoshiyuki Ueno, and Goro Imura, Bulletin of Japanese Society for the Science of Design, vol. 45, no. 5, 1999, pp. 69-76.<",https://doi.org/10.11247/jssdj.45.69>,2
356,Premio Ignobel 2022 Parte 2 De 2,"“Short- and Long-Term Effects of an Extreme Case of Autotomy: Does ‘Tail’ Loss and Subsequent Constipation Decrease the Locomotor Performance of Male and Female Scorpions?” Solimary García-Hernández and Glauco Machado, Integrative Zoology, epub 2021.<",https://doi.org/10.1111/1749-4877.12604>,2
356,Premio Ignobel 2022 Parte 2 De 2,"‘Tail’ Autotomy and Consequent Stinger Loss Decrease Predation Success in Scorpions,” Solimary García-Hernández and Glauco Machado, Animal Behaviour, vol. 169, 2020, pp. 157-167.<",https://doi.org/10.1016/j.anbehav.2020.08.019>,2
356,Premio Ignobel 2022 Parte 2 De 2,"“Wave-Riding and Wave-Passing by Ducklings in Formation Swimming,” Zhi-Ming Yuan, Minglu Chen, Laibing Jia, Chunyan Ji, and Atilla Incecik, Journal of Fluid Mechanics, vol. 928, no. R2, 2021.<",https://doi.org/10.1017/jfm.2021.820>,2
356,Premio Ignobel 2022 Parte 2 De 2,"“Experimental Studies on the Rotary Control of Columnar Knobs — The Number of Fingers used at the Time of starting Rotary Control,” Gen Matsuzaki, Goro Imura, and Maseru Uehara, Proceedings of the Third Asia Design Conference, 1998, pp. 37-40.",,9
356,Premio Ignobel 2022 Parte 2 De 2,"“A Multidisciplinary Approach to Ritual Enema Scenes on Ancient Maya Pottery,” Peter A.G.M. de Smet and Nicholas M. Hellmuth, Journal of Ethnopharmacology, vol. 16, no. 2-3, 1986, pp. 213-262.<",https://doi.org/10.1016/0378-8741(86)90091-7>,2
356,Premio Ignobel 2022 Parte 2 De 2,"“Talent vs. Luck: The Role of Randomness in Success and Failure,” Alessandro Pluchino, Alessio Emanuele Biondo, and Andrea Rapisarda, Advances in Complex Systems, vol. 21, nos. 3 and 4, 2018.<",https://doi.org/10.1142/S0219525918500145>,2
356,Premio Ignobel 2022 Parte 2 De 2,"“Ice-Cream Used as Cryotherapy During High-Dose Melphalan Conditioning Reduces Oral Mucositis After Autologous Hematopoietic Stem Cell Transplantation,” Marcin Jasiński, Martyna Maciejewska, Anna Brodziak, Michał Górka, Kamila Skwierawska, Wiesław W. Jędrzejczak, Agnieszka Tomaszewska, Grzegorz W. Basak, and Emilian Snarski, Scientific Reports, vol. 11, no. 22507, 2021.<",https://doi.org/10.1038/s41598-021-02002-x>,2
356,Premio Ignobel 2022 Parte 2 De 2,"“Fitness Implications of Nonlethal Injuries in Scorpions: Females, but Not Males, Pay Reproductive Costs,” Solimary García-Hernández and Glauco Machado, American Naturalist, vol. 197, no. 3, March 2021, pp. 379-389.<",https://doi.org/10.1086/712759>,2
356,Premio Ignobel 2022 Parte 2 De 2,"“Poor Writing, Not Specialized Concepts, Drives Processing Difficulty in Legal Language,” Eric Martínez, Francis Mollica, and Edward Gibson, Cognition, vol. 224, July 2022, 105070.<",https://doi.org/10.1016/j.cognition.2022.105070>,2
356,Premio Ignobel 2022 Parte 2 De 2,"“Honesty and Dishonesty in Gossip Strategies: A Fitness Interdependence Analysis,” Junhui Wu, Szabolcs Számadó, Pat Barclay, Bianca Beersma, Terence D. Dores Cruz, Sergio Lo Iacono, Annika S. Nieper, Kim Peters, Wojtek Przepiorka, Leo Tiokhin and Paul A.M. Van Lange, Philosophical Transactions of the Royal Society B, vol. 376, no. 1838, 2021, 20200300.<",https://doi.org/10.1098/rstb.2020.0300>,2
356,Premio Ignobel 2022 Parte 2 De 2,"“Physiological Synchrony is Associated with Attraction in a Blind Date Setting,” Eliska Prochazkova, Elio Sjak-Shie, Friederike Behrens, Daniel Lindh, and Mariska E. Kret, Nature Human Behaviour, vol. 6, no. 2, 2022, pp. 269-278.<",https://doi.org/10.1038/s41562-021-01197-3>,2
356,Premio Ignobel 2022 Parte 2 De 2,"“Moose Crash Test Dummy,” Magnus Gens, Master’s thesis at KTH Royal Institute of Technology, published by the Swedish National Road and Transport Research Institute, 2001.<",https://www.diva-portal.org/smash/record.jsf?pid=diva2%3A673368&dswid=-2909>,9
357,Existe Possibilidade De Consenso Na Polarizacao,Ilusão de ótica das linhas paralelas,https://hypescience.com/wp-content/uploads/2018/02/foto-ilusao-otica-4-838×629.jpg,9
357,Existe Possibilidade De Consenso Na Polarizacao,Spontaneous trait inference and construal level theory: Psychological distance increases nonconscious trait thinking,https://pubmed.ncbi.nlm.nih.gov/21822331,2
357,Existe Possibilidade De Consenso Na Polarizacao,Helmholtz’s Treatise on Physiological Optics,https://www.nature.com/articles/116088a0,9
357,Existe Possibilidade De Consenso Na Polarizacao,People as Flexible Interpreters: Evidence and Issues from Spontaneous Trait Inference,https://www.sciencedirect.com/science/article/abs/pii/S0065260108602397,2
357,Existe Possibilidade De Consenso Na Polarizacao,Social identities in the policy process,https://link.springer.com/article/10.1007/s11077-018-9340-6,2
357,Existe Possibilidade De Consenso Na Polarizacao,Spontaneous first impressions emerge from brief training,https://www.nature.com/articles/s41598-021-94670-y,9
357,Existe Possibilidade De Consenso Na Polarizacao,False consensus in social context: Differential projection and perceived social distance,https://bpspsychub.onlinelibrary.wiley.com/doi/abs/10.1348/0144666042038015,9
357,Existe Possibilidade De Consenso Na Polarizacao,The Causal Ordering of Prominence and Salience in Identity Theory: An Empirical Examination,https://pubmed.ncbi.nlm.nih.gov/27284212,2
357,Existe Possibilidade De Consenso Na Polarizacao,The influence of memory for impressions based on behaviours and beliefs on approach/avoidance decisions,https://www.tandfonline.com/doi/abs/10.1080/02699931.2022.2130179,9
357,Existe Possibilidade De Consenso Na Polarizacao,Spontaneous Trait Inferences on Social Media,https://journals.sagepub.com/doi/10.1177/1948550616663803,9
357,Existe Possibilidade De Consenso Na Polarizacao,The Psychological Foundations of Identity Politics,https://www.annualreviews.org/doi/10.1146/annurev.polisci.3.1.419,9
357,Existe Possibilidade De Consenso Na Polarizacao,Spontaneous Trait Inference Is Culture-Specific: Behavioral and Neural Evidence,https://journals.sagepub.com/doi/10.1177/0956797611414727,9
357,Existe Possibilidade De Consenso Na Polarizacao,Attention allocation is a possible mediator of cultural variations in spontaneous trait and situation inferences: Eye-tracking evidence,https://www.sciencedirect.com/science/article/pii/S0022103121000159,2
357,Existe Possibilidade De Consenso Na Polarizacao,Distance Matters to Weak Ties: Exploring How Workers Perceive Their Strongly- and Weakly-Connected Collaborators in Remote Workplaces,https://dl.acm.org/doi/abs/10.1145/3492863?casa_token=Y6RLKEvudNEAAAAA:HpX2Shhut65L-CNBUhIf7IC1fhXuSNzS3pi2XRPF-Be38TmADs_UesHV1e1snCy41NufIrCH-gMQ8w,9
357,Existe Possibilidade De Consenso Na Polarizacao,Assimilation and Contrast Effects in Spontaneous Trait Inference,https://journals.sagepub.com/doi/abs/10.1177/0146167290162004,9
357,Existe Possibilidade De Consenso Na Polarizacao,Neural Representations of Attitude Polarization and Open-Mindedness,https://www.proquest.com/openview/8fe573f765a90237d708bdae46cbde10/1?pq-origsite=gscholar&cbl=18750&diss=y,9
357,Existe Possibilidade De Consenso Na Polarizacao,When stereotypes get in the way: Stereotypes obstruct stereotype-inconsistent trait inferences.,https://psycnet.apa.org/doiLanding?doi=10.1037%2F0022-3514.84.3.470,9
357,Existe Possibilidade De Consenso Na Polarizacao,The Indirect Effect of Political Identity Salience on Voting Intention Through In-Group-Out-Group Difference in the Perceived Influence of Polling Reports,https://academic.oup.com/ijpor/article-abstract/30/4/652/4101632?redirectedFrom=fulltext,9
357,Existe Possibilidade De Consenso Na Polarizacao,"The Secret Life of Spontaneous Trait Inferences: Emergence, Puzzles, and Accomplishments",https://www.taylorfrancis.com/chapters/edit/10.4324/9781003045687-8/secret-life-spontaneous-trait-inferences-emergence-puzzles-accomplishments-leonel-garcia-marques-m%C3%A1rio-ferreira-sara-hag%C3%A1-daniel-marcelo-t%C3%A2nia-ramos-diana-orghian,9
357,Existe Possibilidade De Consenso Na Polarizacao,Issues or Identity? Cognitive Foundations of Voter Choice,https://pubmed.ncbi.nlm.nih.gov/27769726,2
357,Existe Possibilidade De Consenso Na Polarizacao,Neural representations of others’ traits predict social decisions,https://www.pnas.org/doi/abs/10.1073/pnas.2116944119,9
357,Existe Possibilidade De Consenso Na Polarizacao,HOW INDIVIDUALISTS INTERPRET BEHAVIOR: IDIOCENTRISM AND SPONTANEOUS TRAIT INFERENCE,https://www.researchgate.net/profile/Leonard-Newman/publication/240033312_How_Individualists_Interpret_Behavior_Idiocentrism_and_Spontaneous_Trait_Inference/links/560ab95808ae840a08d66799/How-Individualists-Interpret-Behavior-Idiocentrism-and-Spontaneous-Trait-Inference.pdf,9
358,Para Que Serve O Dinheiro,Does spending money on others promote happiness?: A registered replication report.,https://psycnet.apa.org/doiLanding?doi=10.1037%2Fpspa0000191,9
358,Para Que Serve O Dinheiro,"Debt: The First 5,000 Years",https://www.amazon.com/Debt-First-5-000-Years/dp/1933633867,9
358,Para Que Serve O Dinheiro,The Myth of the Myth of the Myth of Barter and the Return of the Armchair Ethnologists,https://bellacaledonia.org.uk/2016/06/08/the-myth-of-the-myth-of-the-myth-of-barter-and-the-return-of-the-armchair-ethnologists,9
358,Para Que Serve O Dinheiro,Adolescents and loot boxes: links with problem gambling and motivations for purchase,https://royalsocietypublishing.org/doi/full/10.1098/rsos.190049,9
358,Para Que Serve O Dinheiro,TOKEN REINFORCEMENT: A REVIEW AND ANALYSIS,https://onlinelibrary.wiley.com/doi/abs/10.1901/jeab.2009.91-257?casa_token=zQyRLtltys4AAAAA:G_UotK2fXK44D8yPDqzlmXZW_CKusBjH9ocK6JMyfYDHzV7dFFywyg6GuBfh26fr0nksYEX-VvSlXBvw,9
358,Para Que Serve O Dinheiro,We’ll Always Have Paris: The Hedonic Payoff from Experiential and Material Investments,https://static1.squarespace.com/static/5394dfa6e4b0d7fc44700a04/t/547d571fe4b094d782c0e634/1417500738967/Gilovich+Kumar+%28in+press%29+Always+Have+Paris+Advances.pdf,9
358,Para Que Serve O Dinheiro,RISKY CHOICE IN PIGEONS: PREFERENCE FOR AMOUNT VARIABILITY USING A TOKEN-REINFORCEMENT SYSTEM,https://onlinelibrary.wiley.com/doi/abs/10.1901/jeab.2012.98-139?casa_token=AO_1inAQE3oAAAAA:6Q6PM7i6St3zaqUHmvxyYUK61yAVdzM1zLt9LR5dCWGSBWSWfZxuYafny1dyfXfUINVOF4laNzglmQJM,9
358,Para Que Serve O Dinheiro,Spending Money on Others Promotes Happiness,https://www.science.org/doi/10.1126/science.1150952,9
358,Para Que Serve O Dinheiro,Stigmatizing Materialism: On Stereotypes and Impressions of Materialistic and Experiential Pursuits,https://journals.sagepub.com/doi/abs/10.1177/0146167210362790?journalCode=pspc,9
358,Para Que Serve O Dinheiro,Buying time promotes happiness,https://www.pnas.org/doi/10.1073/pnas.1706541114,9
358,Para Que Serve O Dinheiro,Preference Transitivity and Symbolic Representation in Capuchin Monkeys (Cebus apella),https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0002414,9
358,Para Que Serve O Dinheiro,Waiting for Merlot: Anticipatory Consumption of Experiential and Material Purchases,https://journals.sagepub.com/doi/abs/10.1177/0956797614546556?journalCode=pssa,9
