Episode,Reference_1,Reference_2,Reference_3,Reference_4,Reference_5,Reference_6,Reference_7,Reference_8,Reference_9,Reference_10,Reference_11,Reference_12,Reference_13,Reference_14,Reference_15,Reference_16
https://www.b9.com.br/shows/naruhodo/naruhodo-172-por-que-as-nuvens-tem-o-formato-de-alguma-coisa/,Filme Faces in Crowdhttps://m.imdb.com/title/tt1536410/?ref_=fn_al_tt_0,Outro filme – Propagnosiahttps://m.imdb.com/title/tt1966552,"BBC ‘Virgin Mary’ toast fetches $28,000 (2004)http://news.bbc.co.uk/2/hi/4034787.stm",Seeing Jesus in toast: Neural and behavioral correlates of face pareidolia (2014)http://www.sciencedirect.com.sci-hub.tw/science/article/pii/S0010945214000288,Affective Visual Perception Using Machine Pareidolia of Facial Expressionshttp://ieeexplore.ieee.org.sci-hub.tw/abstract/document/6882207,"Pareidolia-proneness, reality discrimination errors, and visual hallucination-like experiences in a non-clinical samplehttps://psyarxiv.com/cf6z4/",Chickens Prefer Beautiful Humanshttps://link.springer.com/content/pdf/10.1007%2Fs12110-002-1021-6.pdf,Naruhodo #116 – Razão e emoção estão em lados diferentes do cérebro?https://www.b9.com.br/85700/naruhodo-116-razao-e-emocao-estao-em-lados-diferentes-do-cerebro/,Pareidolia: characterising facial anthropomorphism and its implications for product designhttp://www.inderscienceonline.com.sci-hub.tw/doi/pdf/10.1504/JDR.2018.092792,Podcasts das #Minas: O PÓDIO É DELAShttps://www.mixcloud.com/discover/o-p%C3%B3dio-%C3%A9-delas/?order=latest,,,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-171-por-que-o-tamanho-do-papel-sulfite-e-um-a4/,Esquema da solução apresentada no episódio sobre Números Racionais:https://goo.gl/gAHWm2,New York Times – Errol Morris – The Ashtray: Hippasus of Metapontum (Part 3)https://opinionator.blogs.nytimes.com/2011/03/08/the-ashtray-hippasus-of-metapontum-part-3/,Naruhodo #135 – Como eu sei que você é você e não eu? – Parte 1 de 2https://www.b9.com.br/92013/naruhodo-135-como-eu-sei-que-voce-e-voce-e-nao-eu-parte-1-de-2/,Naruhodo #136 – Como eu sei que você é você e não eu? – Parte 2 de 2https://www.b9.com.br/92404/naruhodo-136-como-eu-sei-que-voce-e-voce-e-nao-eu-parte-2-de-2/,Podcasts das #Minas: CHÁ COM RAPADURAhttps://chacomrapadura.com/,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-170-para-conseguir-algo-basta-acreditar-ou-querer-muito/,Divulgação na Folha de S. Paulohttp://www1.folha.uol.com.br/educacao/2017/09/1920054-motivacao-de-aluno-pode-vencer-barreira-social-afirma-estudo.shtml,Causa materialGene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individualshttps://www.nature.com/articles/s41588-018-0147-3,Causal FormalEffects of childhood poverty and chronic stress on emotion regulatory brain function in adulthoodhttps://www.pnas.org/content/110/46/18442,Causa EficientePoverty Impedes Cognitive Functionhttp://science.sciencemag.org/content/341/6149/976,Causa FinalNeuroscience of Childhood Poverty: Evidence of Impacts and Mechanisms as Vehicles of Dialog With Ethicshttps://www.ncbi.nlm.nih.gov/pmc/articles/PMC5266697/,Childhood poverty and adult psychological well-beinghttps://www.ncbi.nlm.nih.gov/pmc/articles/PMC5206566/pdf/pnas.201604756.pdf,Sucesso depende mais de Origem do que do Talentohttps://super.abril.com.br/ciencia/sucesso-depende-mais-da-origem-do-que-do-talento-diz-estudo/?fbclid=IwAR2CrFf140g8bMLfKx94lKyY1KFZXLEMWqFQuPEY-pbGrtEMQ5wKBjLg3Ec,A poderosa e invisível razão pela qual pessoas com pouco talento se tornam bem-sucedidashttps://www.bbc.com/portuguese/vert-cap-43597495?fbclid=IwAR0inbxI7yhTv_E0-eI4TGyuMBBcKc7r38_jbI0BOzuQ4FS86DhZWOiTN4k,Processos Estocásticos:https://pt.wikipedia.org/wiki/Processo_estocástico,Naruhodo #100 – A biologia pode explicar a sua posição política?https://www.b9.com.br/79834/naruhodo-100-a-biologia-pode-explicar-a-sua-posicao-politica/,Naruhodo #116 – Razão e emoção estão em lados diferentes do cérebro?https://www.b9.com.br/85700/naruhodo-116-razao-e-emocao-estao-em-lados-diferentes-do-cerebro/,Podcasts das #Minas: APENÃhttp://apenan.com.br/,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-169-pessoas-que-publicam-frases-motivacionais-sao-menos-inteligentes/,Divulgação no Geeknesshttp://geekness.com.br/pessoas-que-publicam-frases-motivacionais-sao-menos-inteligentes/,Artigo original: “On the reception and detection of pseudo profund bullshit (2015)”http://journal.sjdm.org/15/15923a/jdm15923a.pdf,Are neoliberals more susceptible to bullshit? (2016)https://goo.gl/FR7aFx,Cognitive Reflection and the 2016 U.S. Presidential Election (2019)https://journals.sagepub.com/doi/abs/10.1177/0146167218783192?casa_token=5JiSIwT2DYIAAAAA:YkcXzkyUfrjPZp1qOZlRRVRs-suTrACsM5zWJKDXxeJ73GqtG3TeCpvBRvwOD2kKhgYmT0vFXdTR,"Who falls for fake news? The roles of bullshit receptivity, overclaiming, familiarity, and analytic thinkinghttps://papers.ssrn.com/sol3/papers.cfm?abstract_id=3023545",Dragoes de Garagem 142 – Fake Newshttp://dragoesdegaragem.com/podcast/dragoes-de-garagem-142-fake-news/,The spread of true and false news onlinehttp://science.sciencemag.org/content/359/6380/1146,Wisdom of Choprahttp://wisdomofchopra.com,New Age Bullshit Generatorhttp://sebpearce.com/bullshit/,Naruhodo #103 – Testes de personalidade funcionam?https://www.b9.com.br/80590/naruhodo-103-testes-de-personalidade-funcionam/,Podcasts das #Minas: MOLHO SHOUJOhttp://molhoshoujo.com,,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-168-japones-e-tudo-igual/,Naruhodo #22 – A evolução pode vir a “despuxar” os olhos dos orientais?https://www.b9.com.br/67592/naruhodo-22-evolucao-pode-vir-despuxar-os-olhos-dos-orientais/,Individual differences in the propensity to make attributions to prejudicehttps://twin.sci-hub.tw/6110/78da272efc44a496bb3b5745bf9be6bf/miller2016.pdf,"All Look Same – Teste para diferenciar japoneses, chineses e coreanoshttp://alllooksame.com/app/quiz.php?tid=1",A Participação Asiática no Racismo Anti-Negrohttps://www.youtube.com/watch?v=vXJPI2h8yPQ,Podcasts das #Minas: FANFICASThttp://fanficast.com.br,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-167-coco-de-gato-torna-as-pessoas-mais-empreendedoras/,No Brasil – PEGNhttps://revistapegn.globo.com/Empreendedorismo/noticia/2018/08/parasita-encontrado-em-coco-de-gato-aumenta-o-desejo-de-empreender-diz-estudo.html,Em UK – The independenthttps://www.independent.co.uk/news/science/parasite-cat-faeces-mind-alter-humans-courage-fear-failure-toxoplasma-gondii-a8463436.html,Artigo original:https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.0822,Rats attacking cats – World’s Weirdest Events: Episode 7 Preview – BBC Onehttps://www.youtube.com/watch?v=XQ4Y27RQaZk,Toxoplasmosis – A Global Threat. Correlation of Latent Toxoplasmosis with Specific Disease Burden in a Set of 88 Countrieshttps://www.ncbi.nlm.nih.gov/pmc/articles/PMC3963851/,Effects of Toxoplasma on Human Behaviorhttps://www.ncbi.nlm.nih.gov/pmc/articles/PMC2526142/,Host–parasite interaction associated with major mental illnesshttp://www.nature.com.sci-hub.tw/articles/s41380-018-0217-z,Toxoplasma gondii infection and behavioral outcomes in humans:a systematic reviewhttps://link.springer.com/content/pdf/10.1007%2Fs00436-018-6040-2.pdf,Morbid attraction to leopard urine in Toxoplasma-infected chimpanzeeshttps://www.cell.com/current-biology/fulltext/S0960-98221501517-1,"Naruhodo #52 – No bar, fazer xixi uma primeira vez aumenta a vontade de urinar mais vezes?www.b9.com.br/70624/naruhodo-52-no-bar-fazer-xixi-uma-primeira-vez-aumenta-vontade-de-urinar-mais-vezes",Naruhodo #141 – Cheirar pum faz bem a saúdewww.b9.com.br/94239/naruhodo-141-cheirar-pum-faz-bem-a-saude,Naruhodo #155 – Tomar decisões cansa o nosso cérebro?www.b9.com.br/98659/naruhodo-155-tomar-decisoes-cansa-o-nosso-cerebro,Podcasts das #Minas: É PAU É PEDRAhttp://epauepedra.com.br/,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-166-por-que-algumas-pessoas-sao-mais-desastradas/,Developmental coordination disorder (DCD)https://link.springer.com/chapter/10.1007/978-3-319-57196-6_22,Motor Skill Interventions in Children With Developmental Coordination Disorder: A Systematic Review and Meta-Analysishttps://www.sciencedirect.com/science/article/pii/S0003999318300042,Biological Differences or Social Constructions? The Entanglement of Sex and Gender in Health and Physical Educationhttps://tspace.library.utoronto.ca/bitstream/1807/89736/1/Gray_Sarah_201806_PhD_thesis.pdf,Teoria da Maturação de Gesellhttps://healthresearchfunding.org/arnold-gesell-maturation-theory-explained/,Naruhodo #114 – Por que pássaros não têm medo de altura?https://b9.com.br/85007/naruhodo-114-por-que-passaros-nao-tem-medo-de-altura/,Naruhodo #157 – Atravessar portas faz a gente se esquecer de coisas?https://b9.com.br/99327/naruhodo-157-atravessar-portas-faz-a-gente-se-esquecer-de-coisas/,Podcasts das #Minas: PONTO Ghttps://preciosamadalena.com.br/category/podcast/ponto-g/,,,,,,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-165-quando-tomo-antidepressivos-continuo-sendo-eu-mesmo/,Naruhodo #109 – O cérebro humano é um computadorhttps://b9.com.br/83321/naruhodo-109-o-cerebro-humano-e-um-computador/,Naruhodo #98 – Por que precisamos falar sobre suicídio?https://b9.com.br/79155/naruhodo-98-por-que-precisamos-falar-sobre-suicidio/,Podcasts das #Minas: BASEADO EM FATOS SURREAIShttp://www.bfsurreais.com.br/,,,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-164-podemos-ler-emocoes-com-base-em-expressoes-faciais/,Naruhodo #116 – Razão e emoção estão em lados diferentes do cérebro?https://www.b9.com.br/85700/naruhodo-116-razao-e-emocao-estao-em-lados-diferentes-do-cerebro/,Naruhodo #67 – Como funciona o cérebro quando conversamos com nós mesmos?https://www.b9.com.br/72717/naruhodo-67-como-funciona-o-cerebro-quando-conversamos-com-nos-mesmos/,Naruhodo #78 – Como funciona a memória?https://www.b9.com.br/74576/naruhodo-78-como-funciona-memoria/,Naruhodo #103 – Testes de personalidade funcionam?https://www.b9.com.br/80590/naruhodo-103-testes-de-personalidade-funcionam/,Handbook of Affective Neuroscience Cap 1https://goo.gl/pzjwGr,FACS – Facial Action Coding Systemhttps://pt.wikipedia.org/wiki/Facial_Action_Coding_System,A Psychophysical Investigation of the Facial Action Coding System as an Index of Pain Variability among Older Adults with and without Alzheimer’s Diseasehttps://sci-hub.tw/10.1111/j.1526-4637.2007.00358.x,Impact of depression on response to comedy: A dynamic facial coding analysis.https://sci-hub.tw/10.1037/0021-843X.116.4.804,Faces of Emotion: Investigating Emotional Facial Expressions Towards a Robot.https://sci-hub.tw/10.1007/s12369-017-0447-2,Divertidamente (2015) – Ekmanhttp://www.adorocinema.com/filmes/filme-196960/,A vida é uma festa (2018) – Barretthttp://www.adorocinema.com/filmes/filme-206775/trailer-19556260/,How Pixar’s ‘Inside Out’ Gets One Thing Deeply Wronghttp://clbb.mgh.harvard.edu/how-pixars-inside-out-gets-one-thing-deeply-wrong/,Emotion Inside Out (Lisa Barrett) – Theory of constructed emotionhttps://www.youtube.com/watch?time_continue=812&v=h7Mtwds0wW4,“Laughter” and “Smile” in Barbary Macaques (Macaca sylvanus)https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0310.1992.tb00864.x,Irenäus Eibl-Eibesfeldthttp://evolution.anthro.univie.ac.at/institutes/urbanethology/staff/eibl-eibesfeldt.html,Podcasts das #Minas: PERGUNTA DE QUINTA – É PAU É PEDRAhttps://open.spotify.com/show/7wpw0VXhWurAofD2zeJgsm
https://www.b9.com.br/shows/naruhodo/naruhodo-163-o-que-a-anestesia-desliga-no-nosso-corpo/,Relationship between the melanocortin-1 receptor (MC1R) variant R306ter and physiological responses to mechanical or thermal stimuli in Labrador Retriever dogshttps://www.sciencedirect.com/science/article/abs/pii/S1467298717300120,Red Hair and anesthesic requirementshttps://link.springer.com/article/10.1007/s12630-015-0325-z,Podcasts das #Minas: MICROBIANDOhttp://www.cienciaexplica.com.br/category/microbiando/,,,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-162-por-que-acontece-o-nocaute/,Repeated head trauma is associated with smaller thalamic volumes and slower processing speed: the Professional Fighters’ Brain Health Studyhttps://bjsm.bmj.com/content/49/15/1007.short,The neuropathology of sporthttps://link.springer.com/article/10.1007/s00401-013-1230-6,"Cumulative Head Impact Exposure Predicts Later-Life Depression, Apathy, Executive Dysfunction, and Cognitive Impairment in Former High School and College Football Playershttps://www.liebertpub.com/doi/abs/10.1089/neu.2016.4413",Compilação de exemplosChoke-out no Judo:https://www.youtube.com/watch?v=CWOPV9NkjVoKansetsu-waza (chaves de braço) no Judo:https://www.youtube.com/watch?v=87thuSVewPwSumo:https://www.youtube.com/watch?v=wItb9Jsn38kKarate:https://www.youtube.com/watch?v=2R8WWQZKxN8Boxe (KO com golpes no corpo):https://www.youtube.com/watch?v=DNKEsqDrWXMMMA (KO com golpes na cabeça):https://youtu.be/1sN-nsLKHv0,Naruhodo #125 – Por que algumas pessoas passam mal ao ver sangue?https://www.b9.com.br/89297/naruhodo-125-por-que-algumas-pessoas-passam-mal-ao-ver-sangue/,Podcasts das #Minas: MENINAS PRA FRENTEhttps://www.facebook.com/MeninasPraFrente/,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo?pagina=1#anchor-tabs,,,,,,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo?pagina=22#anchor-tabs,,,,,,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo?pagina=20#anchor-tabs,,,,,,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo?pagina=21#anchor-tabs,,,,,,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo?pagina=24#anchor-tabs,,,,,,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo?pagina=25#anchor-tabs,,,,,,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo?pagina=26#anchor-tabs,,,,,,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo?pagina=35#anchor-tabs,,,,,,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo/,,,,,,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-161-visitar-museus-pode-curar-doencas/,Doctors in Montreal can now prescribe a visit to an art museumhttps://www.weforum.org/agenda/2018/10/doctors-in-montreal-will-start-prescribing-visits-to-the-art-museum,Conceptualising ‘materialities of care’: making visible mundane material culture in health and social care contextshttp://onlinelibrary.wiley.com.sci-hut.tw/doi/abs/10.1111/1467-9566.12663,Art museum-based intervention to promote emotional well-being and improve quality of life in people with dementia: The ARTEMIS projecthttps://sci-hub.tw/10.1177/1471301217730451,Museums and art galleries as partners for public health interventions:http://journals.sagepub.com.sci-hub.tw/doi/abs/10.1177/1757913912468523,"Cultural inclusion, exclusion and the formative roles of museus:https://www.tandfonline.com.sci-hub.tw/doi/pdf/10.1080/09647770802234078",Nerdologia – O nosso Museu Nacionalhttps://www.youtube.com/watch?v=cHkp8h0HQss,Nerdologia – O passado perdido do Museu Nacionalhttps://www.youtube.com/watch?v=GpkPYn35zYI,Conhecendo Museus: O museu da Lingua Portuguesahttps://www.youtube.com/watch?v=80mHcbwdUaU,Historiador da arte Charles Saumarez Smith reflete sobre mudanças nos museushttps://folha.com/0lp1cjma,Podcasts das #Minas: AS MATHILDAShttp://cinemacao.com/category/as-mathildas/,,,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-160-a-ciencia-consegue-explicar-tudo-parte-2-de-2/,Naruhodo #39 – A ignorância é uma benção?https://www.b9.com.br/68608/naruhodo-39-ignorancia-e-uma-bencao/,Naruhodo #64 – Salário maior significa mais felicidade?https://www.b9.com.br/72288/naruhodo-64-salario-maior-significa-mais-felicidade/,Naruhodo #148 – A dieta low carb reduz a expectativa de vida?https://www.b9.com.br/96398/naruhodo-148-a-dieta-low-carb-reduz-a-expectativa-de-vida-2/,Naruhodo #94 – O que é o Teorema de Bayes?https://www.b9.com.br/78405/naruhodo-94-o-que-e-o-teorema-de-bayes-e-o-que-horoscopo-tem-a-ver-com-isso/,Naruhodo #155 – Tomar decisões cansa o nosso cérebro?https://www.b9.com.br/98659/naruhodo-155-tomar-decisoes-cansa-o-nosso-cerebro/,Naruhodo #159 – A ciência consegue explicar tudo? – Parte 1 de 2https://www.b9.com.br/99631/naruhodo-159-a-ciencia-consegue-explicar-tudo-parte-1-de-2/,"The association between weight maintenance and session-by-session diet adherence, weight loss and weight-loss satisfactionhttps://link.springer.com/article/10.1007/s40519-018-0528-8",Podcast Quatro de 15 – Mudança de hábitos e emagrecimentohttps://quatrode15.com.br/podcast-58-mudanca-de-habitos-para-emagrecer/,Causalidade de Bradford Hillhttps://www.edwardtufte.com/tufte/hill,Obesity – A neuropsychological disease? Systematic review and neuropsychological modelhttps://www.sciencedirect.com.sci-hub.tw/science/article/pii/S030100821300141X,Accumulating Data to Optimally Predict Obesity Treatment (ADOPT) Core Measures: Psychosocial Domainhttps://www.ncbi.nlm.nih.gov/m/pubmed/29575781/,Motivational and evolutionary aspects of a physical exercise training program: a longitudinal studyhttps://www.ncbi.nlm.nih.gov/pmc/articles/PMC4435236/pdf/fpsyg-06-00648.pdf,Causalidade de Grangerhttp://www.scholarpedia.org/article/Granger_causality,Oxford handbook of Qualitative Researchhttp://www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199811755.001.0001/oxfordhb-9780199811755,Podcasts das #Minas: SONORAhttp://anchor.fm/sonora,
https://www.b9.com.br/shows/naruhodo/repost-naruhodo-93-ejacular-com-frequencia-reduz-o-risco-de-cancer-na-prostata/,,,,,,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-159-a-ciencia-consegue-explicar-tudo-parte-1-de-2/,Theodor Adorno – The Essay as a formhttps://www.jstor.org/stable/pdf/488160.pdf,Theodor Adorno – Authoritarian Personalityhttp://www.popflock.com/learn?s=The_Authoritarian_Personality,"Karl Popper – Dois problemas fundamentais da teoria do conhecimentohttp://editoraunesp.com.br/catalogo/9788539304981,os-dois-problemas-fundamentais-da-teoria-do-conhecimento",John Urry – The Complexity Turnhttps://goo.gl/eXH6fQ,Naruhodo #67 – Como funciona o cérebro quando conversamos com nós mesmos?https://www.b9.com.br/72717/naruhodo-67-como-funciona-o-cerebro-quando-conversamos-com-nos-mesmos/,Naruhodo #76 – Psicanálise é ciência?https://www.b9.com.br/74204/naruhodo-76-psicanalise-e-ciencia/,Naruhodo #135 – Como eu sei que você é você e não eu? Parte 1 de 2https://www.b9.com.br/92013/naruhodo-135-como-eu-sei-que-voce-e-voce-e-nao-eu-parte-1-de-2/,Naruhodo #136 – Como eu sei que você é você e não eu? Parte 2 de 2https://www.b9.com.br/92404/naruhodo-136-como-eu-sei-que-voce-e-voce-e-nao-eu-parte-2-de-2/,Naruhodo #142 – Constelação familiar é uma ideia cientificamente válida? Parte 1 de 2https://www.b9.com.br/94559/naruhodo-142-constelacao-familiar-e-uma-ideia-cientificamente-valida-parte-1-de-2/,Naruhodo #143 – Constelação familiar é uma ideia cientificamente válida? Parte 2 e 2https://www.b9.com.br/94821/naruhodo-143-constelacao-familiar-e-uma-ideia-cientificamente-valida-parte-2-de-2/,Naruhodo #154 – O que é a Lei de Benford?https://www.b9.com.br/98315/naruhodo-154-o-que-e-a-lei-de-benford/,Podcasts das #Minas: PÍLULAS DE BELEZAhttp://pdebeleza.com.br/,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-158-desafio-naruhodo-quem-sera-devorado-pelo-chefe-gelostofo/,Naruhodo #84 – O que leva um pessoa a ser transgênero?https://www.b9.com.br/75468/naruhodo-84-o-que-leva-uma-pessoa-ser-transgenero/,Naruhodo #98 – Por que precisamos falar sobre suicídio?https://www.b9.com.br/79155/naruhodo-98-por-que-precisamos-falar-sobre-suicidio/,Naruhodo #126 – Qual a resposta para o problema do prisioneiro?https://www.b9.com.br/89458/naruhodo-126-desafio-naruhodo-qual-a-resposta-para-o-problema-do-prisioneiro/​,Naruhodo #128 – É possível matar uma bactéria com as mãos?https://www.b9.com.br/89905/naruhodo-128-e-possivel-matar-uma-bacteria-com-as-maos/,Naruhodo #141 – Cheirar pum faz bem a saúde?https://www.b9.com.br/94239/naruhodo-141-cheirar-pum-faz-bem-a-saude/,"Sobrevivente de acidente em porto no ES conta o que aconteceu: ‘em segundos, estava desacordado’https://g1.globo.com/es/espirito-santo/noticia/2018/07/25/acidente-em-portocel-em-fracao-de-segundos-estava-desacordado-diz-sobrevivente-no-es.ghtml",Naruhodo #151 – Especial Prêmio Ig Nobel 2018 – Parte 1 de 2https://www.b9.com.br/97253/naruhodo-151-especial-premio-ig-nobel-2018-parte-1-de-2/,Naruhodo #152 – Especial Prêmio Ig Nobel 2018 – Parte 2 de 2https://www.b9.com.br/97561/naruhodo-152-especial-premio-ig-nobel-2018-parte-2-de-2/,"Ig Nobel 2008 Archaeology: Astolfo Gomes de Mello Araujo and Jose Carlos Marcelino, for showing that armadillos (tatus) can mix up the contents of an archaeological sitehttps://onlinelibrary.wiley.com/doi/abs/10.1002/gea.10070","Ig Nobel 2017 Biology: Kazunori Yoshizawa, Rodrigo Ferreira, Yoshitaka Kamimura, and Charles Lienhard, for their discovery of a female penis, and a male vagina, in a cave insecthttps://www.sciencedirect.com/science/article/pii/S0960982214003145","Ig Nobel 2017 Nutrition: Fernanda Ito, Enrico Bernard, and Rodrigo Torres, for the first scientific report of human blood in the diet of the hairy-legged vampire bathttp://www.bioone.org/doi/abs/10.3161/15081109ACC2016.18.2.017",Farmacast Podcasthttp://farmacast.com.br/,Camila Lustosa – Cartazes em Motionhttps://www.youtube.com/watch?v=NrPGy0ExLBc,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-157-atravessar-portas-faz-a-gente-se-esquecer-de-coisas/,Atravessar portas pode nos fazer esquecer as coisashttps://super.abril.com.br/blog/como-pessoas-funcionam/atravessar-portas-pode-nos-fazer-esquecer-as-coisas/,Walking Through Doorways Causes Forgetting: Event Structure or Updating Disruption?http://sci-hub.tw/http://www.tandfonline.com/doi/abs/10.1080/17470218.2015.1101478,Frontal and Temporal Dopamine Release during Working Memory and Attention Tasks in Healthy Humans: a Positron Emission Tomography Study Using the High-Affinity Dopamine D2 Receptor Ligandhttp://www.jneurosci.org/content/25/10/2471.short,Aging and everyday memory: the beneficial effect of memory traininghttps://www.sciencedirect.com/science/article/abs/pii/S0167494303000633,Naruhodo #10 – Mudar de casa rejuvenesce a memória?https://www.b9.com.br/67038/naruhodo-10-mudar-de-casa-rejuvenesce-memoria/,Naruhodo #29 – O que é e como acontece o deja vu?https://www.b9.com.br/67968/naruhodo-29-o-que-e-e-como-acontece-o-deja-vu/,Naruhodo #78 – Como funciona a memória?https://www.b9.com.br/74576/naruhodo-78-como-funciona-memoria/,Naruhodo #90 – O que é inteligência?https://www.b9.com.br/76934/naruhodo-90-o-que-e-inteligencia/,Podcasts das #Minas: O QUE ASSISTIRhttp://www.oqueassistir.com.br,,,,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-156-o-que-e-paralisia-do-sono/,Naruhodo #29 – O que é e como acontece o déjà vu?https://www.b9.com.br/67968/naruhodo-29-o-que-e-e-como-acontece-o-deja-vu/,Naruhodo #47 – Por que sonhamos que estamos caindo?https://www.b9.com.br/69929/naruhodo-47-por-que-sonhamos-que-estamos-caindo/,Naruhodo #129 – Sono polifásico funciona segundo a ciência?https://www.b9.com.br/90206/naruhodo-129-sono-polifasico-funciona-segundo-a-ciencia/,Disorders of Arousal From Sleep and Violent Behavior: The Role of PhysicalContact and Proximityhttp://sci-hub.tw/http://academic.oup.com/sleep/article/30/8/1039/2696792,Insights from studying human sleep disorders – Sciencehttp://sci-hub.tw/http://www.nature.com/articles/nature04287,Narcolepsy and Autoimmune Response: The Missing Linkhttps://www.neurologyadvisor.com/sleep-disorders/narcolepsy-autoimmune-disease-sleep-disorders/article/424855/,Cachorro com narcolepsiahttps://youtu.be/X0h2nleWTwI,Cabra com narcolepsiahttps://youtu.be/YI4hzzepEcI,Podcasts das #Minas: SINUCA DE BICOShttps://paizinhovirgula.com/category/podcasts/podcast-sinuca-de-bicos/,,,,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-155-tomar-decisoes-cansa-o-nosso-cerebro/,Tomar decisões extenua o cérebrohttp://www2.uol.com.br/sciam/noticias/tomar_decisoes_extenua_o_cerebro.html,Decision time as information in judgment and choicehttp://sci-hub.tw/http://www.sciencedirect.com/science/article/pii/S0749597814000521,Extraneous Factors in Judicial Decisionshttp://sci-hub.tw/http://www.pnas.org/content/108/17/6889.short,"Stolarz-Fantino, S., & Fantino, E. (1990). Cognition and behavior analysis: a review of Rachlin’s judgment, decision, and choice. Journal of the Experimental Analysis of Behaviorhttp://sci-hub.tw/http://onlinelibrary.wiley.com/doi/abs/10.1901/jeab.1990.54-317",Action plan interrupted: resolution of proactive interference while coordinating execution of multiple action plans during sleep deprivationhttp://sci-hub.tw/http://link.springer.com/article/10.1007/s00426-018-1054-z,Naruhodo #64- Salário maior significa mais felicidade?https://www.b9.com.br/72288/naruhodo-64-salario-maior-significa-mais-felicidade/,Naruhodo#109- Nosso cérebro é um computador?https://www.b9.com.br/83321/naruhodo-109-o-cerebro-humano-e-um-computador/,Naruhodo #121- É mito ou verdade que usamos apenas 10% do cerebro?https://www.b9.com.br/88001/naruhodo-121-e-mito-ou-verdade-que-usamos-apenas-10-do-cerebro/,Naruhodo #133- Os seres humanos podem ser multitarefas?https://www.b9.com.br/91468/naruhodo-133-os-seres-humanos-podem-ser-multitarefas/,Podcasts das #Minas: POTOCAShttps://www.facebook.com/potocaspodcast/,,,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-154-o-que-e-a-lei-de-benford/,Explicação da Lei de Benford em vídeohttps://www.youtube.com/watch?v=aCftvDOreg0,O vídeo enganoso que viralizou na internethttps://www.youtube.com/watch?v=FgpYrXN00Sw,Comprova: vídeo com suspeitas sobre eleições de 2014 usou lei matemática que não prova fraudehttps://projetocomprova.com.br/post/re_2B5W8XZQGoGN,Podcasts das #Minas: Olhareshttps://olharespodcast.com.br,,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-153-sonambulismo-tem-cura/,Naruhodo #29 – O que é e como acontece o déjà vu?https://www.b9.com.br/67968/naruhodo-29-o-que-e-e-como-acontece-o-deja-vu/,Naruhodo #47 – Por que sonhamos que estamos caindo?https://www.b9.com.br/69929/naruhodo-47-por-que-sonhamos-que-estamos-caindo/,Sleep Disorders: Disorders of Arousal?http://science.sciencemag.org/content/159/3819/1070,Homicidal Somnambulism: A Case Reporthttps://www.researchgate.net/publication/15260363_Homicidal_Somnambulism_A_Case_Report,Vídeo: The Curious Case of Kenneth Parkshttps://www.youtube.com/watch?v=AuWAkREjl6U,In-vivo staging of pathology in REM sleep behaviour disorder: a multimodality imaging case-control studyhttp://sci-hub.tw/http://www.sciencedirect.com/science/article/pii/S1474442218301625,Podcast Dragões de Garagem #119- Ritmos Biológicoshttp://dragoesdegaragem.com/podcast/dragoes-de-garagem-119-relogios-biologicos/,Podcasts das #Minas: O PÓDIO É DELAShttps://www.mixcloud.com/discover/o-p%C3%B3dio-%C3%A9-delas/?order=latest,,,,,,,,
